timestamp,value,KPI ID
1980-09-25 14:46:00,175.925,3sigma-1
1980-09-25 14:47:00,166.959,3sigma-1
1980-09-25 14:48:00,164.471,3sigma-1
1980-09-25 14:49:00,162.761,3sigma-1
1980-09-25 14:50:00,163.818,3sigma-1
1980-09-25 14:51:00,169.341,3sigma-1
1980-09-25 14:52:00,165.941,3sigma-1
1980-09-25 14:53:00,164.946,3sigma-1
1980-09-25 14:54:00,156.219,3sigma-1
1980-09-25 14:55:00,159.29,3sigma-1
1980-09-25 14:56:00,161.539,3sigma-1
1980-09-25 14:57:00,157.605,3sigma-1
1980-09-25 14:58:00,151.828,3sigma-1
1980-09-25 14:59:00,154.479,3sigma-1
1980-09-25 15:00:00,151.459,3sigma-1
1980-09-25 15:01:00,180.53,3sigma-1
1980-09-25 15:02:00,171.3,3sigma-1
1980-09-25 15:03:00,171.844,3sigma-1
1980-09-25 15:04:00,163.034,3sigma-1
1980-09-25 15:05:00,153.117,3sigma-1
1980-09-25 15:06:00,157.77,3sigma-1
1980-09-25 15:07:00,165.823,3sigma-1
1980-09-25 15:08:00,163.57,3sigma-1
1980-09-25 15:09:00,159.084,3sigma-1
1980-09-25 15:10:00,162.019,3sigma-1
1980-09-25 15:11:00,167.267,3sigma-1
1980-09-25 15:12:00,167.108,3sigma-1
1980-09-25 15:13:00,166.51,3sigma-1
1980-09-25 15:14:00,158.249,3sigma-1
1980-09-25 15:15:00,158.625,3sigma-1
1980-09-25 15:16:00,168.985,3sigma-1
1980-09-25 15:17:00,156.887,3sigma-1
1980-09-25 15:18:00,155.343,3sigma-1
1980-09-25 15:19:00,151.819,3sigma-1
1980-09-25 15:20:00,160.722,3sigma-1
1980-09-25 15:21:00,168.085,3sigma-1
1980-09-25 15:22:00,163.103,3sigma-1
1980-09-25 15:23:00,158.216,3sigma-1
1980-09-25 15:24:00,157.37,3sigma-1
1980-09-25 15:25:00,152.185,3sigma-1
1980-09-25 15:26:00,159.28,3sigma-1
1980-09-25 15:27:00,154.135,3sigma-1
1980-09-25 15:28:00,148.597,3sigma-1
1980-09-25 15:29:00,148.528,3sigma-1
1980-09-25 15:30:00,144.448,3sigma-1
1980-09-25 15:31:00,168.824,3sigma-1
1980-09-25 15:32:00,161.965,3sigma-1
1980-09-25 15:33:00,148.596,3sigma-1
1980-09-25 15:34:00,148.214,3sigma-1
1980-09-25 15:35:00,148.805,3sigma-1
1980-09-25 15:36:00,156.696,3sigma-1
1980-09-25 15:37:00,154.009,3sigma-1
1980-09-25 15:38:00,147.022,3sigma-1
1980-09-25 15:39:00,140.947,3sigma-1
1980-09-25 15:40:00,146.761,3sigma-1
1980-09-25 15:41:00,154.866,3sigma-1
1980-09-25 15:42:00,152.099,3sigma-1
1980-09-25 15:43:00,149.217,3sigma-1
1980-09-25 15:44:00,149.261,3sigma-1
1980-09-25 15:45:00,143.929,3sigma-1
1980-09-25 15:46:00,152.212,3sigma-1
1980-09-25 15:47:00,160.4,3sigma-1
1980-09-25 15:48:00,159.471,3sigma-1
1980-09-25 15:49:00,155.319,3sigma-1
1980-09-25 15:50:00,152.193,3sigma-1
1980-09-25 15:51:00,156.45,3sigma-1
1980-09-25 15:52:00,156.507,3sigma-1
1980-09-25 15:53:00,144.858,3sigma-1
1980-09-25 15:54:00,144.852,3sigma-1
1980-09-25 15:55:00,144.988,3sigma-1
1980-09-25 15:56:00,147.222,3sigma-1
1980-09-25 15:57:00,143.011,3sigma-1
1980-09-25 15:58:00,134.409,3sigma-1
1980-09-25 15:59:00,134.392,3sigma-1
1980-09-25 16:00:00,134.646,3sigma-1
1980-09-25 16:01:00,157.175,3sigma-1
1980-09-25 16:02:00,150.374,3sigma-1
1980-09-25 16:03:00,151.579,3sigma-1
1980-09-25 16:04:00,133.844,3sigma-1
1980-09-25 16:05:00,21.351,3sigma-1
1980-09-25 16:06:00,120.827,3sigma-1
1980-09-25 16:07:00,144.293,3sigma-1
1980-09-25 16:08:00,137.726,3sigma-1
1980-09-25 16:09:00,131.608,3sigma-1
1980-09-25 16:10:00,135.32,3sigma-1
1980-09-25 16:11:00,142.626,3sigma-1
1980-09-25 16:12:00,138.043,3sigma-1
1980-09-25 16:13:00,143.144,3sigma-1
1980-09-25 16:14:00,137.443,3sigma-1
1980-09-25 16:15:00,125.936,3sigma-1
1980-09-25 16:16:00,146.905,3sigma-1
1980-09-25 16:17:00,130.365,3sigma-1
1980-09-25 16:18:00,127.836,3sigma-1
1980-09-25 16:19:00,129.805,3sigma-1
1980-09-25 16:20:00,128.26,3sigma-1
1980-09-25 16:21:00,137.431,3sigma-1
1980-09-25 16:22:00,136.627,3sigma-1
1980-09-25 16:23:00,132.495,3sigma-1
1980-09-25 16:24:00,127.664,3sigma-1
1980-09-25 16:25:00,127.829,3sigma-1
1980-09-25 16:26:00,127.672,3sigma-1
1980-09-25 16:27:00,127.524,3sigma-1
1980-09-25 16:28:00,122.496,3sigma-1
1980-09-25 16:29:00,122.858,3sigma-1
1980-09-25 16:30:00,121.402,3sigma-1
1980-09-25 16:31:00,142,3sigma-1
1980-09-25 16:32:00,131.1,3sigma-1
1980-09-25 16:33:00,123.333,3sigma-1
1980-09-25 16:34:00,123.423,3sigma-1
1980-09-25 16:35:00,121.757,3sigma-1
1980-09-25 16:36:00,125.587,3sigma-1
1980-09-25 16:37:00,117.429,3sigma-1
1980-09-25 16:38:00,117.851,3sigma-1
1980-09-25 16:39:00,113.609,3sigma-1
1980-09-25 16:40:00,114.699,3sigma-1
1980-09-25 16:41:00,118.897,3sigma-1
1980-09-25 16:42:00,110.782,3sigma-1
1980-09-25 16:43:00,116.2,3sigma-1
1980-09-25 16:44:00,116.546,3sigma-1
1980-09-25 16:45:00,114.914,3sigma-1
1980-09-25 16:46:00,120.002,3sigma-1
1980-09-25 16:47:00,114.761,3sigma-1
1980-09-25 16:48:00,112.547,3sigma-1
1980-09-25 16:49:00,115.787,3sigma-1
1980-09-25 16:50:00,112.887,3sigma-1
1980-09-25 16:51:00,119.855,3sigma-1
1980-09-25 16:52:00,112.784,3sigma-1
1980-09-25 16:53:00,114.041,3sigma-1
1980-09-25 16:54:00,115.58,3sigma-1
1980-09-25 16:55:00,109.522,3sigma-1
1980-09-25 16:56:00,111.574,3sigma-1
1980-09-25 16:57:00,109.292,3sigma-1
1980-09-25 16:58:00,108.028,3sigma-1
1980-09-25 16:59:00,111.188,3sigma-1
1980-09-25 17:00:00,107.032,3sigma-1
1980-09-25 17:01:00,122.559,3sigma-1
1980-09-25 17:02:00,107.587,3sigma-1
1980-09-25 17:03:00,104.558,3sigma-1
1980-09-25 17:04:00,109.036,3sigma-1
1980-09-25 17:05:00,102.332,3sigma-1
1980-09-25 17:06:00,102.671,3sigma-1
1980-09-25 17:07:00,95.9881,3sigma-1
1980-09-25 17:08:00,102.611,3sigma-1
1980-09-25 17:09:00,103.685,3sigma-1
1980-09-25 17:10:00,102.725,3sigma-1
1980-09-25 17:11:00,108.086,3sigma-1
1980-09-25 17:12:00,107.713,3sigma-1
1980-09-25 17:13:00,102.713,3sigma-1
1980-09-25 17:14:00,102.108,3sigma-1
1980-09-25 17:15:00,102.683,3sigma-1
1980-09-25 17:16:00,104.973,3sigma-1
1980-09-25 17:17:00,100.602,3sigma-1
1980-09-25 17:18:00,99.92,3sigma-1
1980-09-25 17:19:00,99.1323,3sigma-1
1980-09-25 17:20:00,101.645,3sigma-1
1980-09-25 17:21:00,106.207,3sigma-1
1980-09-25 17:22:00,102.862,3sigma-1
1980-09-25 17:23:00,101.776,3sigma-1
1980-09-25 17:24:00,97.6762,3sigma-1
1980-09-25 17:25:00,101.029,3sigma-1
1980-09-25 17:26:00,103.359,3sigma-1
1980-09-25 17:27:00,98.014,3sigma-1
1980-09-25 17:28:00,96.974,3sigma-1
1980-09-25 17:29:00,95.9727,3sigma-1
1980-09-25 17:30:00,96.2408,3sigma-1
1980-09-25 17:31:00,108.303,3sigma-1
1980-09-25 17:32:00,98.2091,3sigma-1
1980-09-25 17:33:00,94.8747,3sigma-1
1980-09-25 17:34:00,90.6219,3sigma-1
1980-09-25 17:35:00,91.9962,3sigma-1
1980-09-25 17:36:00,94.3371,3sigma-1
1980-09-25 17:37:00,94.326,3sigma-1
1980-09-25 17:38:00,95.3841,3sigma-1
1980-09-25 17:39:00,93.4592,3sigma-1
1980-09-25 17:40:00,100.792,3sigma-1
1980-09-25 17:41:00,99.682,3sigma-1
1980-09-25 17:42:00,93.4157,3sigma-1
1980-09-25 17:43:00,94.2993,3sigma-1
1980-09-25 17:44:00,94.656,3sigma-1
1980-09-25 17:45:00,90.9435,3sigma-1
1980-09-25 17:46:00,97.455,3sigma-1
1980-09-25 17:47:00,90.3269,3sigma-1
1980-09-25 17:48:00,89.8066,3sigma-1
1980-09-25 17:49:00,92.6011,3sigma-1
1980-09-25 17:50:00,93.924,3sigma-1
1980-09-25 17:51:00,96.1645,3sigma-1
1980-09-25 17:52:00,94.9842,3sigma-1
1980-09-25 17:53:00,90.8373,3sigma-1
1980-09-25 17:54:00,92.7636,3sigma-1
1980-09-25 17:55:00,89.351,3sigma-1
1980-09-25 17:56:00,92.1673,3sigma-1
1980-09-25 17:57:00,87.0788,3sigma-1
1980-09-25 17:58:00,90.0895,3sigma-1
1980-09-25 17:59:00,88.5783,3sigma-1
1980-09-25 18:00:00,90.4594,3sigma-1
1980-09-25 18:01:00,113.17,3sigma-1
1980-09-25 18:02:00,92.4069,3sigma-1
1980-09-25 18:03:00,91.5526,3sigma-1
1980-09-25 18:04:00,91.2018,3sigma-1
1980-09-25 18:05:00,90.4372,3sigma-1
1980-09-25 18:06:00,93.188,3sigma-1
1980-09-25 18:07:00,90.4892,3sigma-1
1980-09-25 18:08:00,94.2971,3sigma-1
1980-09-25 18:09:00,87.3674,3sigma-1
1980-09-25 18:10:00,87.6721,3sigma-1
1980-09-25 18:11:00,93.118,3sigma-1
1980-09-25 18:12:00,87.7982,3sigma-1
1980-09-25 18:13:00,89.5685,3sigma-1
1980-09-25 18:14:00,90.1783,3sigma-1
1980-09-25 18:15:00,89.0339,3sigma-1
1980-09-25 18:16:00,91.5923,3sigma-1
1980-09-25 18:17:00,86.7177,3sigma-1
1980-09-25 18:18:00,86.433,3sigma-1
1980-09-25 18:19:00,85.5993,3sigma-1
1980-09-25 18:20:00,88.768,3sigma-1
1980-09-25 18:21:00,89.7564,3sigma-1
1980-09-25 18:22:00,91.2767,3sigma-1
1980-09-25 18:23:00,91.3631,3sigma-1
1980-09-25 18:24:00,86.8969,3sigma-1
1980-09-25 18:25:00,86.9296,3sigma-1
1980-09-25 18:26:00,87.9156,3sigma-1
1980-09-25 18:27:00,82.9027,3sigma-1
1980-09-25 18:28:00,80.5629,3sigma-1
1980-09-25 18:29:00,82.1503,3sigma-1
1980-09-25 18:30:00,81.6871,3sigma-1
1980-09-25 18:31:00,92.4795,3sigma-1
1980-09-25 18:32:00,84.8501,3sigma-1
1980-09-25 18:33:00,82.576,3sigma-1
1980-09-25 18:34:00,83.2478,3sigma-1
1980-09-25 18:35:00,91.3629,3sigma-1
1980-09-25 18:36:00,85.4334,3sigma-1
1980-09-25 18:37:00,81.9626,3sigma-1
1980-09-25 18:38:00,82.6873,3sigma-1
1980-09-25 18:39:00,83.6986,3sigma-1
1980-09-25 18:40:00,83.7196,3sigma-1
1980-09-25 18:41:00,86.7088,3sigma-1
1980-09-25 18:42:00,84.369,3sigma-1
1980-09-25 18:43:00,86.7121,3sigma-1
1980-09-25 18:44:00,86.8716,3sigma-1
1980-09-25 18:45:00,83.3781,3sigma-1
1980-09-25 18:46:00,91.9046,3sigma-1
1980-09-25 18:47:00,86.891,3sigma-1
1980-09-25 18:48:00,83.069,3sigma-1
1980-09-25 18:49:00,83.5436,3sigma-1
1980-09-25 18:50:00,88.8204,3sigma-1
1980-09-25 18:51:00,87.1741,3sigma-1
1980-09-25 18:52:00,83.3444,3sigma-1
1980-09-25 18:53:00,89.3043,3sigma-1
1980-09-25 18:54:00,88.2063,3sigma-1
1980-09-25 18:55:00,86.8699,3sigma-1
1980-09-25 18:56:00,89.4576,3sigma-1
1980-09-25 18:57:00,86.4677,3sigma-1
1980-09-25 18:58:00,84.4437,3sigma-1
1980-09-25 18:59:00,83.5074,3sigma-1
1980-09-25 19:00:00,78.5641,3sigma-1
1980-09-25 19:01:00,98.5209,3sigma-1
1980-09-25 19:02:00,85.1591,3sigma-1
1980-09-25 19:03:00,83.9932,3sigma-1
1980-09-25 19:04:00,85.7439,3sigma-1
1980-09-25 19:05:00,82.0811,3sigma-1
1980-09-25 19:06:00,81.4424,3sigma-1
1980-09-25 19:07:00,77.6519,3sigma-1
1980-09-25 19:08:00,86.7951,3sigma-1
1980-09-25 19:09:00,79.4717,3sigma-1
1980-09-25 19:10:00,78.4727,3sigma-1
1980-09-25 19:11:00,82.3431,3sigma-1
1980-09-25 19:12:00,74.5114,3sigma-1
1980-09-25 19:13:00,78.0242,3sigma-1
1980-09-25 19:14:00,81.8391,3sigma-1
1980-09-25 19:15:00,78.9632,3sigma-1
1980-09-25 19:16:00,84.826,3sigma-1
1980-09-25 19:17:00,84.2387,3sigma-1
1980-09-25 19:18:00,81.6799,3sigma-1
1980-09-25 19:19:00,80.8482,3sigma-1
1980-09-25 19:20:00,85.5033,3sigma-1
1980-09-25 19:21:00,87.1183,3sigma-1
1980-09-25 19:22:00,83.0998,3sigma-1
1980-09-25 19:23:00,87.3975,3sigma-1
1980-09-25 19:24:00,81.5624,3sigma-1
1980-09-25 19:25:00,81.4218,3sigma-1
1980-09-25 19:26:00,84.1118,3sigma-1
1980-09-25 19:27:00,78.32,3sigma-1
1980-09-25 19:28:00,82.6624,3sigma-1
1980-09-25 19:29:00,78.9247,3sigma-1
1980-09-25 19:30:00,81.0308,3sigma-1
1980-09-25 19:31:00,103.299,3sigma-1
1980-09-25 19:32:00,88.5057,3sigma-1
1980-09-25 19:33:00,82.3288,3sigma-1
1980-09-25 19:34:00,77.7031,3sigma-1
1980-09-25 19:35:00,80.8612,3sigma-1
1980-09-25 19:36:00,85.3369,3sigma-1
1980-09-25 19:37:00,81.5927,3sigma-1
1980-09-25 19:38:00,80.3064,3sigma-1
1980-09-25 19:39:00,77.0381,3sigma-1
1980-09-25 19:40:00,78.7574,3sigma-1
1980-09-25 19:41:00,85.5512,3sigma-1
1980-09-25 19:42:00,81.3177,3sigma-1
1980-09-25 19:43:00,79.5445,3sigma-1
1980-09-25 19:44:00,80.4187,3sigma-1
1980-09-25 19:45:00,79.7581,3sigma-1
1980-09-25 19:46:00,83.9825,3sigma-1
1980-09-25 19:47:00,80.7959,3sigma-1
1980-09-25 19:48:00,80.0815,3sigma-1
1980-09-25 19:49:00,82.6449,3sigma-1
1980-09-25 19:50:00,84.8735,3sigma-1
1980-09-25 19:51:00,88.2266,3sigma-1
1980-09-25 19:52:00,83.2321,3sigma-1
1980-09-25 19:53:00,80.6811,3sigma-1
1980-09-25 19:54:00,77.104,3sigma-1
1980-09-25 19:55:00,77.9797,3sigma-1
1980-09-25 19:56:00,78.4325,3sigma-1
1980-09-25 19:57:00,82.6455,3sigma-1
1980-09-25 19:58:00,80.8226,3sigma-1
1980-09-25 19:59:00,84.6619,3sigma-1
1980-09-25 20:00:00,77.8516,3sigma-1
1980-09-25 20:01:00,95.6894,3sigma-1
1980-09-25 20:02:00,85.369,3sigma-1
1980-09-25 20:03:00,80.4694,3sigma-1
1980-09-25 20:04:00,82.0621,3sigma-1
1980-09-25 20:05:00,82.92,3sigma-1
1980-09-25 20:06:00,80.9108,3sigma-1
1980-09-25 20:07:00,85.1283,3sigma-1
1980-09-25 20:08:00,82.3507,3sigma-1
1980-09-25 20:09:00,82.6226,3sigma-1
1980-09-25 20:10:00,76.3966,3sigma-1
1980-09-25 20:11:00,82.2709,3sigma-1
1980-09-25 20:12:00,77.3987,3sigma-1
1980-09-25 20:13:00,76.2143,3sigma-1
1980-09-25 20:14:00,80.4318,3sigma-1
1980-09-25 20:15:00,77.8702,3sigma-1
1980-09-25 20:16:00,83.0955,3sigma-1
1980-09-25 20:17:00,78.9963,3sigma-1
1980-09-25 20:18:00,81.4854,3sigma-1
1980-09-25 20:19:00,83.3023,3sigma-1
1980-09-25 20:20:00,82.4257,3sigma-1
1980-09-25 20:21:00,88.5323,3sigma-1
1980-09-25 20:22:00,84.254,3sigma-1
1980-09-25 20:23:00,82.2121,3sigma-1
1980-09-25 20:24:00,79.4575,3sigma-1
1980-09-25 20:25:00,81.1419,3sigma-1
1980-09-25 20:26:00,82.9113,3sigma-1
1980-09-25 20:27:00,79.3373,3sigma-1
1980-09-25 20:28:00,80.5599,3sigma-1
1980-09-25 20:29:00,79.3913,3sigma-1
1980-09-25 20:30:00,80.3101,3sigma-1
1980-09-25 20:31:00,91.3485,3sigma-1
1980-09-25 20:32:00,86.6252,3sigma-1
1980-09-25 20:33:00,81.2234,3sigma-1
1980-09-25 20:34:00,83.8049,3sigma-1
1980-09-25 20:35:00,83.3095,3sigma-1
1980-09-25 20:36:00,87.4043,3sigma-1
1980-09-25 20:37:00,83.2834,3sigma-1
1980-09-25 20:38:00,81.7483,3sigma-1
1980-09-25 20:39:00,80.4901,3sigma-1
1980-09-25 20:40:00,81.2276,3sigma-1
1980-09-25 20:41:00,84.6082,3sigma-1
1980-09-25 20:42:00,80.2291,3sigma-1
1980-09-25 20:43:00,79.0504,3sigma-1
1980-09-25 20:44:00,82.3128,3sigma-1
1980-09-25 20:45:00,79.3227,3sigma-1
1980-09-25 20:46:00,85.3769,3sigma-1
1980-09-25 20:47:00,79.0743,3sigma-1
1980-09-25 20:48:00,79.0313,3sigma-1
1980-09-25 20:49:00,83.3597,3sigma-1
1980-09-25 20:50:00,80.7813,3sigma-1
1980-09-25 20:51:00,83.1752,3sigma-1
1980-09-25 20:52:00,81.0058,3sigma-1
1980-09-25 20:53:00,80.0681,3sigma-1
1980-09-25 20:54:00,82.5672,3sigma-1
1980-09-25 20:55:00,81.0834,3sigma-1
1980-09-25 20:56:00,80.526,3sigma-1
1980-09-25 20:57:00,75.8687,3sigma-1
1980-09-25 20:58:00,74.5236,3sigma-1
1980-09-25 20:59:00,79.98,3sigma-1
1980-09-25 21:00:00,79.3691,3sigma-1
1980-09-25 21:01:00,96.0678,3sigma-1
1980-09-25 21:02:00,83.151,3sigma-1
1980-09-25 21:03:00,81.3179,3sigma-1
1980-09-25 21:04:00,81.8331,3sigma-1
1980-09-25 21:05:00,83.3606,3sigma-1
1980-09-25 21:06:00,84.0088,3sigma-1
1980-09-25 21:07:00,82.7132,3sigma-1
1980-09-25 21:08:00,81.4246,3sigma-1
1980-09-25 21:09:00,83.2204,3sigma-1
1980-09-25 21:10:00,79.8332,3sigma-1
1980-09-25 21:11:00,88.4936,3sigma-1
1980-09-25 21:12:00,84.7451,3sigma-1
1980-09-25 21:13:00,84.1309,3sigma-1
1980-09-25 21:14:00,83.3233,3sigma-1
1980-09-25 21:15:00,84.3322,3sigma-1
1980-09-25 21:16:00,91.0766,3sigma-1
1980-09-25 21:17:00,85.3004,3sigma-1
1980-09-25 21:18:00,83.3243,3sigma-1
1980-09-25 21:19:00,86.6191,3sigma-1
1980-09-25 21:20:00,85.0302,3sigma-1
1980-09-25 21:21:00,88.0285,3sigma-1
1980-09-25 21:22:00,88.5011,3sigma-1
1980-09-25 21:23:00,84.2207,3sigma-1
1980-09-25 21:24:00,84.669,3sigma-1
1980-09-25 21:25:00,83.8362,3sigma-1
1980-09-25 21:26:00,88.0671,3sigma-1
1980-09-25 21:27:00,83.9268,3sigma-1
1980-09-25 21:28:00,84.1014,3sigma-1
1980-09-25 21:29:00,84.9445,3sigma-1
1980-09-25 21:30:00,85.8511,3sigma-1
1980-09-25 21:31:00,99.7327,3sigma-1
1980-09-25 21:32:00,90.2367,3sigma-1
1980-09-25 21:33:00,89.3251,3sigma-1
1980-09-25 21:34:00,88.0072,3sigma-1
1980-09-25 21:35:00,87.0688,3sigma-1
1980-09-25 21:36:00,99.3914,3sigma-1
1980-09-25 21:37:00,89.57,3sigma-1
1980-09-25 21:38:00,85.6301,3sigma-1
1980-09-25 21:39:00,88.2008,3sigma-1
1980-09-25 21:40:00,90.5872,3sigma-1
1980-09-25 21:41:00,95.9138,3sigma-1
1980-09-25 21:42:00,94.3117,3sigma-1
1980-09-25 21:43:00,96.93,3sigma-1
1980-09-25 21:44:00,92.9925,3sigma-1
1980-09-25 21:45:00,92.3604,3sigma-1
1980-09-25 21:46:00,101.356,3sigma-1
1980-09-25 21:47:00,98.1548,3sigma-1
1980-09-25 21:48:00,96.0772,3sigma-1
1980-09-25 21:49:00,95.984,3sigma-1
1980-09-25 21:50:00,101.488,3sigma-1
1980-09-25 21:51:00,105.12,3sigma-1
1980-09-25 21:52:00,98.4258,3sigma-1
1980-09-25 21:53:00,95.9974,3sigma-1
1980-09-25 21:54:00,98.2031,3sigma-1
1980-09-25 21:55:00,98.4853,3sigma-1
1980-09-25 21:56:00,96.0476,3sigma-1
1980-09-25 21:57:00,94.4281,3sigma-1
1980-09-25 21:58:00,94.661,3sigma-1
1980-09-25 21:59:00,96.7688,3sigma-1
1980-09-25 22:00:00,97.0348,3sigma-1
1980-09-25 22:01:00,118.845,3sigma-1
1980-09-25 22:02:00,107.339,3sigma-1
1980-09-25 22:03:00,104.138,3sigma-1
1980-09-25 22:04:00,100.633,3sigma-1
1980-09-25 22:05:00,103.281,3sigma-1
1980-09-25 22:06:00,104.644,3sigma-1
1980-09-25 22:07:00,99.2495,3sigma-1
1980-09-25 22:08:00,98.2158,3sigma-1
1980-09-25 22:09:00,97.4557,3sigma-1
1980-09-25 22:10:00,97.6301,3sigma-1
1980-09-25 22:11:00,106.805,3sigma-1
1980-09-25 22:12:00,102.847,3sigma-1
1980-09-25 22:13:00,98.849,3sigma-1
1980-09-25 22:14:00,98.0912,3sigma-1
1980-09-25 22:15:00,96.785,3sigma-1
1980-09-25 22:16:00,109.3,3sigma-1
1980-09-25 22:17:00,100.319,3sigma-1
1980-09-25 22:18:00,104.75,3sigma-1
1980-09-25 22:19:00,104.146,3sigma-1
1980-09-25 22:20:00,104.99,3sigma-1
1980-09-25 22:21:00,111.41,3sigma-1
1980-09-25 22:22:00,109.297,3sigma-1
1980-09-25 22:23:00,105.541,3sigma-1
1980-09-25 22:24:00,106.734,3sigma-1
1980-09-25 22:25:00,106.789,3sigma-1
1980-09-25 22:26:00,104.639,3sigma-1
1980-09-25 22:27:00,99.9821,3sigma-1
1980-09-25 22:28:00,102.319,3sigma-1
1980-09-25 22:29:00,103.303,3sigma-1
1980-09-25 22:30:00,102.269,3sigma-1
1980-09-25 22:31:00,127.454,3sigma-1
1980-09-25 22:32:00,112.211,3sigma-1
1980-09-25 22:33:00,106.367,3sigma-1
1980-09-25 22:34:00,104.792,3sigma-1
1980-09-25 22:35:00,101.209,3sigma-1
1980-09-25 22:36:00,110.077,3sigma-1
1980-09-25 22:37:00,109.511,3sigma-1
1980-09-25 22:38:00,109.107,3sigma-1
1980-09-25 22:39:00,106.671,3sigma-1
1980-09-25 22:40:00,103.536,3sigma-1
1980-09-25 22:41:00,110.824,3sigma-1
1980-09-25 22:42:00,111.762,3sigma-1
1980-09-25 22:43:00,106.005,3sigma-1
1980-09-25 22:44:00,103.108,3sigma-1
1980-09-25 22:45:00,102.14,3sigma-1
1980-09-25 22:46:00,117.425,3sigma-1
1980-09-25 22:47:00,108.271,3sigma-1
1980-09-25 22:48:00,107,3sigma-1
1980-09-25 22:49:00,108.557,3sigma-1
1980-09-25 22:50:00,106.03,3sigma-1
1980-09-25 22:51:00,114.721,3sigma-1
1980-09-25 22:52:00,111.599,3sigma-1
1980-09-25 22:53:00,108.417,3sigma-1
1980-09-25 22:54:00,105.009,3sigma-1
1980-09-25 22:55:00,104.799,3sigma-1
1980-09-25 22:56:00,110.449,3sigma-1
1980-09-25 22:57:00,102.105,3sigma-1
1980-09-25 22:58:00,104.665,3sigma-1
1980-09-25 22:59:00,105.141,3sigma-1
1980-09-25 23:00:00,98.361,3sigma-1
1980-09-25 23:01:00,127.474,3sigma-1
1980-09-25 23:02:00,117.892,3sigma-1
1980-09-25 23:03:00,112.884,3sigma-1
1980-09-25 23:04:00,108.095,3sigma-1
1980-09-25 23:05:00,103.094,3sigma-1
1980-09-25 23:06:00,108.457,3sigma-1
1980-09-25 23:07:00,101.722,3sigma-1
1980-09-25 23:08:00,104.131,3sigma-1
1980-09-25 23:09:00,103.27,3sigma-1
1980-09-25 23:10:00,104.126,3sigma-1
1980-09-25 23:11:00,114.967,3sigma-1
1980-09-25 23:12:00,103.174,3sigma-1
1980-09-25 23:13:00,103.834,3sigma-1
1980-09-25 23:14:00,102.371,3sigma-1
1980-09-25 23:15:00,104.553,3sigma-1
1980-09-25 23:16:00,116.483,3sigma-1
1980-09-25 23:17:00,102.342,3sigma-1
1980-09-25 23:18:00,106.186,3sigma-1
1980-09-25 23:19:00,105.725,3sigma-1
1980-09-25 23:20:00,102.506,3sigma-1
1980-09-25 23:21:00,108.373,3sigma-1
1980-09-25 23:22:00,105.317,3sigma-1
1980-09-25 23:23:00,106.396,3sigma-1
1980-09-25 23:24:00,103.446,3sigma-1
1980-09-25 23:25:00,97.4827,3sigma-1
1980-09-25 23:26:00,101.412,3sigma-1
1980-09-25 23:27:00,97.9168,3sigma-1
1980-09-25 23:28:00,97.2583,3sigma-1
1980-09-25 23:29:00,96.8645,3sigma-1
1980-09-25 23:30:00,98.4217,3sigma-1
1980-09-25 23:31:00,119.892,3sigma-1
